,username,tweet,likes_count,label
1498,khang2003,DOZ ийхон үнэхээр тэнэг кино хийжээ. Одоо яалтаййрррррр,1,1
1499,bbayar,"@BayarsaihanG хаха ямар тэнэг юм бэ. Аса аварга бас японоор жиргэж болохгүй юу. Юу жиргэх, юу Rt хийхээ одоо заалгалаа юу.",1,1
1500,suvd_banzragch,"@XooCoH тамхи пачкаар зарахгүй блокоор нь зардаг болсон гэж үнэн үү, үнэн бол үнэхээр тэнэг юм аа",0,1
1501,narantsetseg1,Ээжээ... таныхаа тасарсан мах үсэрсэн цусыг тань гамнан бүтэн нэртэй явах гэсэндээ амжиж  хайрлаж чадахгүй байгаа тэнэг үрээ өршөө ээж минь,1,1
1502,solomido,Хамгийн хамгийн тэнэг амьтан бол хүн...,0,1
1503,sodoomongolia,Ука би тэнэг биш чи ухаантай биш Рагу,0,1
1504,sugarbatgalsan,@Uugii2 Угуйдээ бусадтай алдаа оноогоо хуваалцна гэдэг тэнэг хуний шинж лав биш тэр бусдад нээлттэй тэднийг алдахаас урьдчилан сануулж б.на,0,1
1505,ariuka_j,"Танд миний ханийн дуулах гоя бна уу  -Юу гэнээ  -Миний хань дуулах гоя бна уу -Үгүйээ,тайзан дээрх тэнэг хүүхэн орилоод юу ч сонсогддогүй ээ",2,1
1506,ariuka_j,"Тэнэг байна гэдэг байж боломгүй тансаглал юм. Өнөөдөр сайхан хүүхнүүд, баян эрчүүд хоёр л ингэж тансаглаж чаддаг.",0,1
1507,demi_chef,"7555 УНГ. Land 200 унасан ёстой тэнэг, бүдүүлгийн туйл болсон амьтан байна даа.",1,1
1508,agii_gerel,Эмнэлэгт орж ирсэн хүн бүрт хууль уншиж өгөөгүй би ч тэнэг мал юм байна доо .,0,1
1509,ariuka_j,Энэ Бямба гаригт чинь шарталтгүй байвал шааааал тэнэг юм бишүү гэж нааассс...#sorry,0,1
1510,enkhzaya_b,Зарах тэнэг байхад авах тэнэг байж л байх юмаа.,0,1
1511,zolbayaro,Бусдын тэнэгийг гайхаад л уур бухимдалдаа шатдаг&lt;суутан&gt; өөрөө жинхэнэ тэнэг. Хажууд нь Форест гамп хамаагүй жаргалтай хүн.Агнистын гэгээ7.,0,1
1512,ariuka_j,Нөгөө хэн гуайн охин тэнэг гээд ажлаасаа халагдчихсан гэнэ Тийм өчүүхэн шалтгаанаас халаад бхдаа яадаг бна аа. Ямар уугаад факталчихсан биш.,0,1
1513,ariuka_j,ХҮН гэдэг чинь жижигхээн магтаалд хууртаад аймаар их ажил хийчэхдэг тийм л гэнэн тэнэг ч юм шиг амьтан юм шүү дээ...ккк,0,1
1514,tulgaberry,@SaruulBat @tamir_kh Сайхан хэллээ. Мэддэгүй юм аа жиргэчихээд #answerback хийж чадку тэнэг бдалд орж бсаан бсан. Одоо байсаан байсан ;P,0,1
1515,shurkats,@TuulBS @KhatantumurB хахаха. Шинэ хэллэг. Тэнэг гдг үгний эрх танхил хувилбар Динэгт ккккк :-D,0,1
1516,oykoni,Утгагvй юм. Тэнэг. MukaTsuku!!!,0,1
1517,sodoomongolia,"Тэнэг хүн бусдын тэнэглэлийг давтаж, харин ухаантай нь өөрийнхөө тэнэглэлийг зохиож байдгаарай ялгаатай""",2,1
1518,sodoomongolia,Нэг залуугийн костюм дээр нисч явсан тагтаа баачихжээ. Залуу: Чи тэнэг бандага өмсөхөд яадаг юм? Тагтаа: -Чи бандагандаа баадаг юм уу?,1,1
1519,sodoomongolia,"""Єлсгєлєн хэвээрээ, тэнэг хэвээрээ бай"" Стив Жобс""",2,1
1520,sugarbatgalsan,Зарим хумуус тэнэг тэнэг л гэхийн ухаантай байх тэнэг байх 2 хооронд ганцхан алхам л б.даг. Ухаантан байгаад ч яахым тайван тэнэг сайхан,0,1
1521,tuulbs,@eusunbulag Тэнэг овгон минээ твиттер ашиглаж чадахгуй бол битгий жиргэж бай! Хэн бичсэнийг нь сайн хар!,0,1
1522,tuulbs,"Энэ яг яаж байгаад одий зэрэгт хурээ вэ гэж гайхмаар тэнэг ухаантан, баян бизнесменууд байх юмаа. Ццц",3,1
1523,enkhzaya_b,@ogtorgu ер нь хүмүүс тэнэг биш шдээ. Үнэн ярьж байна уу худлаа ярьж байна уу мэдэх байлгүйдээ. Нүүр царайны хувирал бас их чухал хэхэхэ,0,1
1524,sodoomongolia,хүн болгонд тэнэг бодол орж ирдэг .. гэхдээ ухаалаг нь ил гаргаж хэлдэггүй гэнээ,0,1
1525,khayanaa_nt,@TulgaaTristone залгасан чинь утсаа авахгvй л байна :/)) тэнэг ээ гайхуулах гэж байгаа биш Арайч ийм юм бичихгvй байх ккк  @ukadavaas,1,1
1526,gerleekhuu,@b_munkhtselmeg монголийг гутааж байгаа мулгуу улсийг муулж байгаа болхоос монголоо муулдаг тэнэг хун байдаг юм уу,1,1
1527,sodoomongolia,"Тэнэг хүн чамайг магтахад чи түүний тэнэгт эргэлзэж эхэлдэг.""",4,1
1528,chmg_eb,@dull_splinter өөрснөө л тэнэг бку юу,0,1
1529,enkhzaya_b,"хүү -хүүхэд хаанаас гардаг вэ? эмээ -хүйснээс, хүү дэвтэртээ -өнөөдөр эмээтэй сэксийн талаар ярилцлаа тэнэг хүн тэнэгээрээ дуусдаг юм байна",0,1
1530,chmg_eb,@MoritonMGL ямар тэнэг мэндчилдгийн  @gt1174 @TodMagnai,0,1
1531,sodoomongolia,Тэнэг хүн хэрүүлд ялдаг,0,1
1532,enkhzaya_b,@AmaraaMNGL тэнэг гар вэ ккк,0,1
1533,tulgaberry,Даруухан болно гэдэг их тэнэг зүйл. Хурц илд байснаа хүүхдийн баас хусдаг хутга болно гэсэн үг ---&gt; Б.Лхагвасүрэн,0,1
1534,bbayar,@Enhhaliun тэнэг сэтгүүлч хүүхдүүд дуулж бхад юм асуугаад бхн.,1,1
1535,o_d14,"Гэнэн тэнэг зангаараа Гэртээ би түүнийг нэг урьсан..,",0,1
1536,demi_chef,"@Olzii_Starsoft Тэгвэл наадахаа эхлээд БҮГДЭЭРЭЭ гэж өөрчлөөд, тэнэг улстөрчдөөр рекламдуулахаа больчих. Тэгээд л гүйцээ. @elbegdorj @uprogr",0,1
1537,shurkats,@GANBATU хэхэ. Би бүүр тэнэг бх нь. Яг юу гсн үг юм болоо? Урьдач.нбхцөл гэдгийн агуулга санаа нь?,0,1
1538,sodoomongolia,"-Хамгийн тэнэг амьтан юу вэ? -Үхэр... -Яагаад? -Өөрөө ус уучихаад, хүмүүст сүү өгдөг",0,1
1539,tulgaberry,"@DoNjToi Тэнэг хүнтэй бүү маргалд, учир нь Та 2-г харсан өөр хүн аль нь тэнэг вэ гэдгийг ялгадаггүй юм гэнэлээ #брабру",1,1
1540,bat_otgon_b,"@Lodoisambuu мэддэггүй, түүнийгээ мэддэггүй хүн тэнэг, түүнийг хая.мэддэггүй түүнийгээ мэддэг хүн хүүхэд, түүнд зааж өг.",0,1
1541,enkhzaya_b,90 саяын Гансүхийн киноноос Гуйж чаддаггүй гуйлгачин гэж байхаас өгч чаддаггүй өглөгч гэж байхгүй гэдэг үг олон тэнэг хүнийг сумалсан байхаа,1,1
1542,19001950zar,@Enkhbataa За тэр ортой.Нэг тэнэг авгайдаа булган дээл авч өгөх гэж дарга болсон гэлүү .Нэг тийм яриа гарсан шүү,0,1
1543,tulgaberry,Даруухан болно гэдэг их тэнэг зүйл. Хурц илд байснаа хүүхдийн баас хусдаг илд болно гэсэн үг ---&gt; Б.Лхагвасүрэн,0,1
1544,hishgeenuna,@GANBATU говьд сар болох нь тэнэг.,1,1
1545,lhmsrn,Гурил тасдах шиг тэнэг ажил алгаа. Ахихихи. :))),0,1
1546,sugarbatgalsan,@erdenebayar2020 @bat_ts Зурагтаар ярилцлага егч б.гаа шинэхэн нехедийг хар. Тухайн салбарынх биш асуудлаа мэдэхгуй байж тэнэг зоригтой ярих,0,1
1547,bulganbayar1,"""@tengerg: Эмэгтэй:Чи надад хайртай гэж хэл.Эрэгтэй:Чи надад хайртай.Эмэгтэй:Тэнэг,,,,"" hahahaha",0,1
1548,sodoomongolia,"Залуу насандаа тэнэг юм хийхгүй бол хөгширсөн хойноо инээж суун дурсах юмгүй хоцроно"" кккк үнэн үү",2,1
1549,nooyoo_bro,@Uyanga_ts гоё хэлжээ. Би ер нь шал тэнэг юм ярьжийсан бээшд,0,1
1550,dashzeveg0,Сая кино үзэж байсан чинь 22 тэнэг 1 бөмбөгний араас гүйгээд гэнэ ээ.,0,1
1551,babukb0522,@TulgaBe Угаасаа юу гэж тийм тэнэг юм дэмжигдэж байдын...,0,1
1552,mongolia_oyu,Утаа харахад багасаагүй ч хор нь 80 хувь буурсан гэж ярихаа болимоор юм тэнэг хүмүүстэй ярьж бга мэт арай ч дээ,0,1
1553,mongolia_oyu,Явган хүний гэрлэн дохион дээр зогсож бтал Т1юмуу яваач гэж надад уурлаад өөрөө дайруулчих шахам улаанаар гарлаа Би биш чи Тэнэг за,1,1
1554,margad_me,@erkhemee040818 Тэнэг гэдэг олны нvдэн дээр ил гарсныг нь хэлж бгаамуу ккк,0,1
1555,sodoomongolia,Аль ч улсад арчаагүй тэнэг архичин хүчирхийлэгч эрчүүд олон бдаг монголд ч ялгаагүй. Гэхдээ зарим 1 хүмүүс үүнийг бүх эрчүүдэд хамааруулахюм,0,1
1556,lhagiimn,Тэнэг юм шиг мөртлөө бүхий л хүмүүсийн хүсч мөрөөддөг амьдралыг туулж байгаа дүр зураг,0,1
1557,enkhzaya_b,Архи уудаг аавтай хүүхдээс ээждээ хайртай юу аавдаа юу гэвэл 1ийг нь сонгоно. Харин архигүй гэр бүлийн хүүхэд тэнэг асуулт гэж хэлнэ,0,1
1558,ariuka_j,Гудамжинд 2 хүн хоорондоо зөрөхдөө шүргэлцвэл хэн хэн нь уучлайрай гэж хэлэхийн оронд..тэнэг минь замаа хараач...БОДОХ Л АСУУДАЛ..RT,0,1
1559,ariuka_j,Гудамжинд 2 хүн хоорондоо зөрөхдөө шүргэлцвэл хэн хэн нь уучлайрай гэж хэлэхийн оронд..тэнэг минь замаа хараач...БОДОХ Л АСУУДАЛ..RT,0,1
1560,enkhzaya_b,@jamuh999 тэгвэл тэнэг эхнэртэй байх чинь бүр аймар биздэ,0,1
1561,erhes21,@ejimse үгүй байлгүй дээ. Тэгж хэлдэг тэнэг бас байнаа?,0,1
1562,kherlenzaya,"Хүн ухаантай царайлж байгаа шигээ ухаантай, тэнэг царайлж байгаа шигээ тэнэг байдаггүй.",6,1
1563,tsegism,"Ццц,хийж буй юмныхаа 75%-д хүрчихээд больмоор санагдах тэнэг мэдрэмж  -.-",0,1
1564,19001950zar,Луйварчид чинь усан тэнэг бишшдээ.Зальт.этгээдүүд хаа нэгтээ хадгалчихсан л байгаа.МАН-ын заваан жишиг үргэлжилсээр.Ялгаа алга.14тэрбум?,0,1
1565,sodoomongolia,"""@mglgaba: - Ааваа, Улсын Их Хурал гэж юу юм бэ? - Ямар ч тэнэг юм хийсэн хуулиар хамгаалагддаг дархан цаазат газар.""",0,1
1566,sodoomongolia,"""@OyunaaSudlahui: Ер нь бусдыг үзэл бодол, шашин шүтлэгээр нь гадуурхана гэдэг тэнэг хүний л хийх хэрэг.""",1,1
1567,tulgaberry,"@uranzaya0328 Хаха яг зөв. Бас тэнэг хүнтэй битгий маргалдаж бай, гадны хүн аль нь тэнэгийг ялгадгүйн гэсэн ;P",1,1
1568,bataa123,@Enkhbataa хичнээн хэрэгтэй юм ярьсанч өөр талынх бол дэмждэггүй энэ тэнэг байдлаас гарах юмсан,0,1
1569,demi_chef,@magnai21 Энэ ярилцлага өгсөн нөхөр машин импортлогчдын талаар надаас ч дор мэдээлэлтэй юм байна. 6 Пакистан ч гэх шиг тэнэг юм ярих юм аа.,0,1
1570,nomin_gem,Ахиад нэг ахиад нэг гэсээр байгаад миний амьдрал алдаагаар дүүрэн боллоо штэ. Тэнэг номио ухаарахгүй л дээ.,0,1
1571,sodoomongolia,Намайг дагвал нарны гэрэл нам дагвал насны тэнэг,0,1
1572,margad_me,@Eku_B @munkhdelgerg Омголон биш тэнэг гэвэл таарна,1,1
1573,margad_me,@MunkhdelgerG Тэнэг л бна даа,0,1
1574,daguul_uls,Шинэ оны хамаг настр г согтуу манаач амиа бодсон тэнэг хоероос болж алга болдог бна ш дээ. Яаж ийм балиар аминчхан бдаг бна аа.,0,1
1575,tulgaberry,"#MNB гулхидчлаашдээ. 10,9,8 Гээд countdown байсангүй. Бид хэд үнэн тэнэг байдалд оров. Хаха",0,1
1576,margad_me,"@tbei99 Бодлогоо тодорхойлоод хэн юу хийхээ ойлгох, дараа нь учир нь олдоно бид бусдаас тэнэг биш биз дээ",0,1
1577,margad_me,@Tugsuu_77 Хэрэглэж vзээгvй хvн жийрхээд бядныг тэнэг гэж итгvvлэх гэж их л хичээх шиг боллоо,0,1
1578,ganbaatar2011,@Tugsuu_77 vзээгvй. Нэр нь хэдэн одор л дуурсагдаад байна. Би лав нэг тийм хvн байдаг юм гэж мэдлээ. Тэнэг бсан бол дурсах тусам л тэнэгтэнэ,0,1
1579,odontuyas,"Манай зарим УИХ Гишүүд ""Тэр твиттер чинь шал тэнэг юм байна лээ.хийх ажилгүй хүмүүсийн ажил""гэж миний дургүйг хүргээд.",0,1
1580,babukb0522,"Ухаантай үг өдөр сонсдог хэрнээ Хийж бгаа зүйл нь эгээтэйл тэнэг хүн шиг. Хүн болхоор ийм байх ёстой юмуу, эсвэл хүн болсоны шийтгэл үү???",1,1
1581,babukb0522,Тэнэг ярьснаас ухаантай жимийсэн нь дээр,0,1
1582,hilchin,Гф &gt; гэр бүл ?? тийм тэнэг юм байж болноо бас ?,0,1
1583,munkhsukh_,Өнөөдөр АН-ын гайгүй гэж боддог бүх хүмүүс юун тэнэг тэнэг жижигхэн юм бичээд байнаа яацан өдөр вэ,1,1
1584,demi_chef,@ZorigtE гишүүнчлэлтэй байдаг юм шиг яриад эхлэхээр чинь ойлгохоо байлаа. Ямартай ч дахиад 21 шиг тэнэг зүйл л биш байгаасай.,0,1
1585,mongolia_oyu,Дарханд хүүхэд барьцаалсан гэнэ 100 сая төгрөг нэхсэн гэнэ ямар тэнэг нь ингэдэг бнаа,0,1
1586,boldko,Nbs ийн тэнэг айж эмээх зүйлгүй амар байж болно гэснээ дэлгүүр ихэнх нь ажиллахгүй албан бгуллагуд шинэ жилээ наана тэмдэглэнэ гэж тэнэгтлэ,0,1
1587,hilchin,Ийм тэнэг байж болохгүй ээ. R.I.P  https://t.co/4UF8K2FA,0,1
1588,margad_me,@OtgonbayarY Тэр vед хил залгасан хэдэн улс байсан бэ? Тvvхээ мэдэхгvй тэнэг дvvгээ өршөөгөөрэй,0,1
1589,otgonbayary,@Demberel_S тэнэг хичээл гэж алийг нь хэлж байна? :-) @TVETexpert1,0,1
1590,tuguldur_t,#twitter-т тэнэг хvн байхгvй.,0,1
1591,otgonbayary,@byambatserene чамайг гайгүй сэтгэдэг залуу гэж боддын. Гэхдээ энд улс төржих бол тэнэг л бн  @Dashdorj_P @OkayIBI @mglbayas,1,1
1592,munkhsukh_,@RecruitMongolia Харин наадахаабүгд буруу жишиг гэж ойлгохгүй байгаан хэлсэн хүнийг харин тэнэг гэж байна лээ,0,1
1593,tsegism,Өглөөний тэнэг явдал толгойноос гаркуийн. Интровертүүд ээ гэж...,0,1
1594,munkhsukh_,@Ninjbat Бөхийн холбоо тэгэхгүй ээ Хөдөөний бөхчүүдээ дандаа буруу эрхлүүлнэ Тэрийг нь мэдсээр байж үзээд байгаа бид тэнэг,0,1
1595,demi_chef,@jagii2222 энэ бол хамгийн тэнэг сэтгэмжтэй хаяг байх оо :-o,0,1
1596,rdnbulgan,Facebook т царай муутай хүн гэж бхгүй twitter т тэнэг хүн гэж бхгүйээ,0,1
1597,uuree_aur,Энэ новшын ханиаднаас салах юмсан даа зайлаад өг гээд бээхад л явж өгөхгүймаа надад дуралцан юмуу хаашаан :(( тэнэг байхаа,0,1
1598,19001950zar,"@AzjargalY гоё байна л гэсэн ш дээ. Үг хэлэв үү шүлэг уншив уу гэдгийг ойлгосонгүй байдаг  тэнэг л хүн би.Бас ЗУСАРЧ, ТУЙЛШРАГЧ амитан биш",0,1
1599,kharsuvd,@Eku_B харин би чамаас гуйя. битий ийм юм тэнэг саналаа газар авахуулаарай. сонингуудыг еревдеж бн.,0,1
1600,kharsuvd,@Bayarkhuu12 АН-д увайгvй хийгээд тэнэг муйхар нехед их байна. 97% нь кккк.,0,1
1601,bayaraa_n,Новш ямар тэнэг өдөр вэ. :-(,0,1
1602,haliunenhbaatar,Эргэн тойрон дандаа согтуу хүмүүс дунд ганцаараа эрүүл байх тэнэг юмаа.,0,1
1603,llynmn,Тэнэг ярьснаас ухаантай жимийсэн нь дээр.    #онч-үг-апп  https://t.co/OU1RhB6G,0,1
1604,otgonbat_sh,@tubshuk тэнэг хүүр вэ ккк,0,1
1605,bayaraa_n,@Ochiroo эвгүй асуувал андуурч суусан чамайг тэнэг мангараар нь дуудаад л хаячихна шүү кк,0,1
1606,gumpaa,манай хипхопчид бас англиар фак чайна гээд хийх хэрэгтэй @boldko: Хятад рэп од тэнэг монголчууд гэдэг дуу хийжээ   http://t.co/eWeUXmmn,0,1
1607,tsegism,"""@TVBoloroo: едержин шенежин улс тер шаал тэнэг. амьдралын утга учир юунд байнав, яах гэж амьдарч бгаа юм бол?""",0,1
1608,otgonbat_sh,"Сонсож бсн тэнэг үгнүүдийн нэг бн ""@CeoKhaliun: Ert untuul ert bosno.Ert bosuul negiig uzne. Gd9t""",0,1
1609,kharsuvd,@Daimka07 эхлээд тэнэг гэдгийг нь нотлох хэрэгтэй шvv дээ @jonon_kh,0,1
1610,tubshuk,Яагаад ийм тэнэг бдын бээ чи...,0,1
1611,drjdmk,Ухаалаг цэцэн эхнэр өрх гэрээ өөрийн гараар босгодог. Тэнэг эхнэр өөрийн гараар нураадаг.,0,1
1612,drjdmk,Их юм уншсан чалчаа хүн бол тэнэг хүмүүсийн хамгийн яршигтай төлөв нь. :-),0,1
1613,myangantsetseg,С1 телевиз хөтлөгчнь oriflem-н Оюунгэрэл ТЭНЭГ АВГАЙ дэлхий сөнөнө гэсэн гж ярив Телевизүүд-н хөтлөгч нар үзэгчдээ хүндэлдэггүй болжээ :-((,1,1
1614,drjdmk,Хүн бүхэнд тэнэг бодол төрдөг Ухаантай хүн түүнийгээ гаргаж хэлдэггүй. Башир Ибнбурд,0,1
1615,tubshuk,би ч гэсэн :-))) “@bujinbuje: баахан ганцаараа тэнэг юм шиг инээлээ...чухалюм яриадаахад солиотойм шиг инээгээдахын гэнээ..   #бибагадаа,0,1
1616,e_galbadrakh,@gmunkhbaatarmn  @gmunkhbaatarmn: Хөлбөмбөг үздэг гарууд тэнэг! #iLoveRisk :D,0,1
1617,myangantsetseg,"Нээрээ аль нь юм болоо Огурци бас аль нь юм бол :-) ""@Odbayare: За ёстой тэнэг асуулт асуучий... Помидор чинь жимс юм уу, ногоо юм уу?""",0,1
1618,anduk_mgl,Юмны учир ойлгохгүй хүнийг тэнэг хүн гэх үү?? хүүхдээрээ хүн гэх үү?? Ммммм....,0,1
1619,ulana_tseye_mgl,Энэ хайрцаг дотор суудаг  сайхан хvмvvc толгойгоо цэнэглээчээ. Ичмээр тэнэг тэнэг юм асуухын. Харамсалтай!  http://t.co/zwyveH1c,0,1
1620,arjina689,@jamyandagva @Ninjbat тэнэг эрэгтэй ухаантай эмэгтэй гоо сайхан хоёр зэрэгцдэггүй гэж боддог,0,1
1621,bayasgalanbs,@Anhuujai @TsogtgerelB @OtgonbayarY тэр эргүү хүүхэн гүүрэн дээр эргээд тэнэг л байнашд,0,1
1622,enkhee_enh,"Танихгvй дугаараас олон дахин залгасны эцэст сонсоогvй хоолойгоор -Байна уу? Ганаа юу? -Тийм  -Би чамд хайртай болчиж, хvрээд ир -Тэнэг!!!",0,1
1623,kharsuvd,@Tulga_B @nomingoork тэр хvvхэн дандаа тэнэг асуулт тавьдгаас болж олон эрсэд тvvнийг эхнэрээ болгох сэдэл терж бн #joke,0,1
1624,bayardelger_g,Гоё ч юм шиг тэнэг ч юм шиг  @ Apartment 29  http://t.co/QaBalRe8,0,1
1625,ema880213,"Тэнэг хүн бусдын тэнэглэлийг давтаж, харин ухаантай нь өөрийнхөө тэнэглэлийг зохиож байдгаараа ялгаатай genee",0,1
1626,kherlenzaya,Би амьдралын утга учрыг ойлгодоггүй амиа бодсон тэнэг хүүхэн гээд өөрийгөө муулаад байвал яахуу???,0,1
1627,windy_ts,Ойрын өдрүүдэд сэтгэл гэдэг нь ээ хө хог дээр үсэрсэн хөгийн байна даа гэж... худлаа өөрийгөө баясгаад тэнэг хүнээ дээ би :),0,1
1628,narushkaa,"Би дуралхаараа тэнэг, хайралхаараа халуухан, халамжилхаараа ухаантай болдог.",0,1
1629,myangantsetseg,Тамхи татаж дуусдаг болхоор Тэнэг мөрөөдлөөр алхдаг болхоор өөртө дуртай Хэн нэгэнд биш дуунд дуртай Хэзээч дэргэд ирэхгү болхоор чамд дурта,0,1
1630,tulgaa25,Бүсгүйчүүдэд эрчүүдийг бодвол шударга бус давуу тал байдаг: тэд ухаалаг байгаад авч чадахгүй бол тэнэг байгаад авч чаддаг :-) ( Y.Bryner ),0,1
1631,yumjirdlm,"Намар муу тэнэг намар, нады дvvк авч явкдаг мангар намар, худлаа енгенеес цаашгvй гатуу намар... Гэхдээ гадаа гояайнааа яаааяа",0,1
1632,arjina689,Итгэл төржийнө шүүүү бас ч гэж тэнэг толгой биш ч юмшигээ,0,1
1633,arjina689,@Tugsuu_77 инээд хүрэх ч юм биш тэнэг мангартаа бид амьтны амь яриагүй үүрэх зовлон нүгэлэ ухаарах л ёстойм @m_nxbat @MunkhOrgilM @xxongoroo,0,1
1634,myangantsetseg,"Явган хүний гарц дээр сигналддаг,хорооллын дунд явж бж сигналддаг тэнэг жолооч нарыг яахуу :-((",1,1
1635,anguuhbaggy,Эрх мэдэл гэдэг тэнэг хүмүүсийн тархийг нь хайлуулчихдаг зүйл,0,1
1636,amargreensoft,Шонхор дээр гарч байгаа киног тэнэг тэнэг гэсээр байгаад vзчлээ шvv  http://t.co/5PaphrVP,0,1
1637,gumpaa,@Tugsuu_77 @batkhuu @tuulbs нэг едер архи ууж суужаагаад гарчихуу гээл гарцышд наа батхvv тэнэг чинь,0,1
1638,gumpaa,@archyonline тэр тэнэг цэргvvд байлдахын,0,1
1639,myangantsetseg,"Хувь заяаны надад бэлэглэсэн Хуруу лаа,ширхэг шүдэнзээр Бүхнийг гэрэлтүүлэхсэн гэх Тэнэг боловч хамгийн зөв байж мэдэх миний хүсэл",0,1
1640,demberelninj,@nomingobi над шиг унсэнэ мунсэнэ гэж чянаглахгуй тэнэг хогнууд вэ,0,1
1641,myangantsetseg,Бичсэн юм уншаад ойлгочиж чадахгүй зарим нэг мөлийцөн тархитай юмнууд тэнэг тэнэг mantion бичхээ болиосой :-((,0,1
1642,arjina689,@onolerdene хэхэ ар монголын ах тэнэг зоригтой бас тэнэг баярхуу кака,0,1
1643,enkhee_enh,"@Naran_t Яг тийм vед: Энэ одоо дугай болоосой, эсвэл тэнэг байхаа ... гэх мэт боддог уу? хариулт vнэн бх!",0,1
1644,chimkab,"“@Ninjbat: Баярмаа:- Тэр мууд ""Хоёулаа салах уу"" гэсэн муу тэнэг чинь зөвшөөрчдөг байншт... #салалт”",1,1
1645,gumpaa,@artanyan @mongolbodol @sergelenr сэргэлэн эгчийг тэнэг гээд бгаамуу та 2 би тэгэж бододгvй,0,1
1646,khang2003,Энхбаярыг мартаад амьдарч болдогүй л юм байх даа тэнэг юмаа нэрээ #MGL #boxing #shooting #supportyourteam #wrestling,0,1
1647,baysgalan1,@mglbayas @bataamunkh үүлд өгсөн улсын баатар гэхээр тэнэг байгаа биздээ гавьяагүй хүн шиг,0,1
1648,vanchindorj,Rt@AMunkhsukh: Өчигдөр согтууруулах ундаа зардаггүйг эсэргүүцэн Паб орж бээр уув Архи үйлдвэрлэдгүй өдөр биш зардаггүй өдөр гэж тэнэг хууль,1,1
1649,gerelee4,Тэнэг сансар тв тасарсан новш гэж,0,1
1650,gumpaa,@tungaa0515 @ariunselenge тэгvvл тэгээд тэнэг юм шиг цэцгийн дэлгvvр орж хараад явжаазгvй юу,0,1
1651,puujgee,@bymbasuren Чи оороо юу мэддэг юу узсэн залуу болоод ходоонийхоныг тэнэг мангараар нь  хэлээд бна. Чи оороо ер юм узэж нуд тайлсан хун уу:((,0,1
1652,temurmgl,гарьд Баяржавхлангийн тэнэг ам. Очиж очиж Ө.И.Н Уламбаярыг авахдаа яахав дээ.,0,1
1653,gumpaa,@bataamunkh утгаа алдлаа л даа. дэд сайд гэдэг тэнэг туршлаггvй сагсуу гээд байж болох мангар бvрийг тавьдаг албан тушаал бнаа,0,1
1654,gumpaa,@Nomingoork юун наргих айлд ажил ихтэй маанайгаал тэнэг царайлаад суужээн. наргихысан нэг зад,0,1
1655,moguuji,"Mongolian airlines#Тэнэг.Миний сэрээг буцааж өгөхгүй гэнэ.Хадгалчиж болно доо.гэрийн кома  гээдахад,дандаа эрээвэр хураавар юм хэрэглэдэг бх",0,1
1656,gumpaa,@ariunbileg гадаах нь гэртээ ордоггvй гэртэх нь гэдсэндээ ордоггvйхvн гэдэг. тэнэг эсвэл нарийн айл шиг л бна,1,1
1657,bayarkhuu,Тайлбарлагч: Судалгааг тэнэг хүн ч ойлгохоор гаргаад тавьцан бналээ. Би ойлгосон...,0,1
1658,myangantsetseg,"Гадныхан биднийг отож суугаа, дээшнь биш доошнь хийхийг л анаж суугаа харин бид тэдэнд хариуг нь тэнэг уураар биш цэцэн ухаанаар өгье тэхүү?",1,1
1659,moguuji,@dambiija @Enkhjin_B 2 тэнэг чинь тэнэгээ гайхуулчхымаа ккк,0,1
1660,orchlon,"Ямар тэнэг сонгуулийн зар олоод харчихав аа,, шvvр барьчихсан",0,1
1661,arjina689,@Gumpaa @chgombo хаха яг тэнэг юм хийх гэснээ больчлооо,0,1
1662,arjina689,@BiligB @BattulgaKh тэр үеийн бүх хүүхдүүд бүгд тийм тэнэг бсан нэг нь би.. өршөө өршөө ккк,0,1
1663,arjina689,@jamyandagva хаха юуу тэгдиймүүү за сонирхоё дооо  хэн бас тэнэг юм шиг гэдсэндээ хөлбөмбөг хийсэн явжийдийн хаха,0,1
1664,odgerelmos9,@arnui Мэдэхгvй байхын балаг гэж тэр дээ. :). Тэнэг хvнд харагддаггvй юм байлгvй дээ хе,0,1
1665,arjina689,@jamyandagva тэгээд бна цаана чинь. Угнь тэнэг юм яриагүйдэ дахин дахин умшад үзсэн. Тоож хариу өгөх бх гсн өнөдөр хүнд өдөр бсан юм болвуу,0,1
1666,arjina689,@UskuA тийм бөгөөс тэр тэнэг болой,0,1
1667,arjina689,@Erdenebatts нээх сонин гаруудаа бас саяын 4 жил тэгээд нохой шиг амьдруулаад одоо хүн шиг амьдруулах гэж бгамуу тэнэг уриатай,0,1
1668,arjina689,Тэнэг хүнтэй бүү марга тэд таныг өөр шигээ доод ухамсар руу чирэх ба туршлагаараа илт давамгайлах болно. Марк твейн,0,1
1669,arjina689,@NomintsetsegM Чи тэнэг үү?  л гэлээ хоёулаа паг хариулж чадаагүй ккк,0,1
1670,arjina689,@NomintsetsegM миний мэдэх хамгийн тэнэг.асуулт  ----Чи аальгүй юу?,0,1
1671,arjina689,@fame_8890 үнэхээр таалагджийна шүү. Айлын эрх охин нтр гээд.уур хүргээд.байсан тэнэг гарт хэлэхийсэн,0,1
1672,batboldl,Бvх хvнд таалагдах гэдэг хамгийн тэнэг хvсэл мон боловч оорийнхоо талаарх бусдын бодлыг сонсож байх нь илvvдэхгvй шvv!! Л.Б,0,1
